CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjusted Diluted,,12/31/2026,,0.94,4/26/2025,0.94,4/3/2025,0.95,2/23/2025,0.87,1/11/2025,0.86,12/4/2024,0.86,10/26/2024,0.93,10/4/2024,0.95,8/22/2024,1.07,7/11/2024,1.07,5/31/2024,1.07,4/26/2024,0.97,4/9/2024,0.96,2/25/2024,0.98,1/14/2024,0.97,12/6/2023,0.98,10/28/2023,1.02,10/13/2023,1.01,9/6/2023,1.02,7/28/2023,1.03,6/10/2023,1.03,4/29/2023,,4/8/2023,0.82,2/25/2023,0.95,1/9/2023,0.96,12/4/2022,0.96,10/30/2022,1,10/8/2022,1.01,9/7/2022,1,8/2/2022,0.99,7/8/2022,0.99,6/5/2022,0.97,5/2/2022,0.97,3/20/2022,,2/19/2022,0.88,1/8/2022,0.88,12/6/2021,0.87,10/31/2021,0.87,10/7/2021,0.87,9/7/2021,0.81,7/31/2021,0.8,7/6/2021,0.8,5/31/2021,0.78,5/1/2021,0.78,3/19/2021
,,9/30/2026,,1.02,,1.02,,1.01,,0.99,,0.98,,0.98,,1,,1.02,,1.18,,1.18,,1.18,,1.06,,1.06,,1.11,,1.1,,1.11,,1.16,,1.15,,1.17,,1.16,,1.16,,,,1.06,,1.05,,1.06,,1.06,,1.11,,1.12,,1.12,,1.12,,1.12,,1.13,,1.13,,,,1.04,,1.04,,0.99,,0.97,,0.97,,0.86,,0.85,,0.85,,0.84,,0.84,
,,6/30/2026,,1.02,,1.07,,1.06,,1.02,,1,,1,,1.08,,1.1,,1.16,,1.16,,1.16,,1.12,,1.12,,1.15,,1.13,,1.13,,1.21,,1.21,,1.21,,1.18,,1.18,,,,1.1,,1.11,,1.12,,1.13,,1.15,,1.15,,1.13,,1.13,,1.13,,1.15,,1.15,,,,1.06,,1.06,,1.05,,1.05,,1.05,,0.85,,0.81,,0.78,,0.78,,0.78,
,,3/30/2026,,0.91,,0.88,,0.88,,0.85,,0.83,,0.83,,0.94,,0.95,,1,,1,,1,,0.95,,0.95,,1,,0.99,,0.99,,1.1,,1.1,,1.1,,1.12,,1.12,,,,0.96,,0.99,,0.99,,0.99,,0.96,,0.98,,0.99,,1.01,,1.01,,1.02,,1.02,,,,0.99,,0.99,,0.99,,0.98,,0.98,,0.94,,0.94,,0.93,,0.76,,0.76,
,,12/31/2025,,0.87,1/11/2025,0.87,1/11/2025,0.88,1/11/2025,0.87,1/11/2025,0.86,12/4/2024,0.86,10/26/2024,0.93,10/4/2024,0.95,8/22/2024,1.07,7/11/2024,1.07,5/31/2024,1.07,4/26/2024,0.97,4/9/2024,0.96,2/25/2024,0.98,1/14/2024,0.97,12/6/2023,0.98,10/28/2023,1.02,10/13/2023,1.01,9/6/2023,1.02,7/28/2023,1.03,6/10/2023,1.03,4/29/2023,,4/8/2023,0.82,2/25/2023,0.95,1/9/2023,0.96,12/4/2022,0.96,10/30/2022,1,10/8/2022,1.01,9/7/2022,1,8/2/2022,0.99,7/8/2022,0.99,6/5/2022,0.97,5/2/2022,0.97,3/20/2022,,2/19/2022,0.88,1/8/2022,0.88,12/6/2021,0.87,10/31/2021,0.87,10/7/2021,0.87,9/7/2021,0.81,7/31/2021,0.8,7/6/2021,0.8,5/31/2021,0.78,5/1/2021,0.78,3/19/2021
,,9/30/2025,,0.95,,0.96,,0.96,,0.99,,0.98,,0.98,,1,,1.02,,1.18,,1.18,,1.18,,1.06,,1.06,,1.11,,1.1,,1.11,,1.16,,1.15,,1.17,,1.16,,1.16,,,,1.06,,1.05,,1.06,,1.06,,1.11,,1.12,,1.12,,1.12,,1.12,,1.13,,1.13,,,,1.04,,1.04,,0.99,,0.97,,0.97,,0.86,,0.85,,0.85,,0.84,,0.84,
,,6/30/2025,,0.92,,0.98,,0.97,,1.02,,1,,1,,1.08,,1.1,,1.16,,1.16,,1.16,,1.12,,1.12,,1.15,,1.13,,1.13,,1.21,,1.21,,1.21,,1.18,,1.18,,,,1.1,,1.11,,1.12,,1.13,,1.15,,1.15,,1.13,,1.13,,1.13,,1.15,,1.15,,,,1.06,,1.06,,1.05,,1.05,,1.05,,0.85,,0.81,,0.78,,0.78,,0.78,
,4/24/2025,3/30/2025,0.65,0.79,,0.78,,0.79,,0.85,,0.83,,0.83,,0.94,,0.95,,1,,1,,1,,0.95,,0.95,,1,,0.99,,0.99,,1.1,,1.1,,1.1,,1.12,,1.12,,,,0.96,,0.99,,0.99,,0.99,,0.96,,0.98,,0.99,,1.01,,1.01,,1.02,,1.02,,,,0.99,,0.99,,0.99,,0.98,,0.98,,0.94,,0.94,,0.93,,0.76,,0.76,
,2/20/2025,12/31/2024,0.6,0.8,4/9/2024,0.76,4/9/2024,0.76,4/9/2024,0.76,4/9/2024,0.86,4/9/2024,0.88,4/9/2024,0.98,4/9/2024,0.98,4/9/2024,0.98,4/9/2024,0.97,4/9/2024,0.96,2/25/2024,0.98,1/14/2024,0.97,12/6/2023,0.98,10/28/2023,1.02,10/13/2023,1.01,9/6/2023,1.02,7/28/2023,1.03,6/10/2023,1.03,4/29/2023,,4/8/2023,0.82,2/25/2023,0.95,1/9/2023,0.96,12/4/2022,0.96,10/30/2022,1,10/8/2022,1.01,9/7/2022,1,8/2/2022,0.99,7/8/2022,0.99,6/5/2022,0.97,5/2/2022,0.97,3/20/2022,,2/19/2022,0.88,1/8/2022,0.88,12/6/2021,0.87,10/31/2021,0.87,10/7/2021,0.87,9/7/2021,0.81,7/31/2021,0.8,7/6/2021,0.8,5/31/2021,0.78,5/1/2021,0.78,3/19/2021,,,,
,10/24/2024,9/30/2024,0.73,0.88,,0.89,,0.92,,1.09,,1.09,,1.09,,1.06,,1.06,,1.11,,1.1,,1.11,,1.16,,1.15,,1.17,,1.16,,1.16,,,,1.06,,1.05,,1.06,,1.06,,1.11,,1.12,,1.12,,1.12,,1.12,,1.13,,1.13,,,,1.04,,1.04,,0.99,,0.97,,0.97,,0.86,,0.85,,0.85,,0.84,,0.84,,,,,,,,,,,
,7/25/2024,6/30/2024,0.7,0.98,,1.03,,1.03,,1.03,,1.12,,1.12,,1.15,,1.13,,1.13,,1.21,,1.21,,1.21,,1.18,,1.18,,,,1.1,,1.11,,1.12,,1.13,,1.15,,1.15,,1.13,,1.13,,1.13,,1.15,,1.15,,,,1.06,,1.06,,1.05,,1.05,,1.05,,0.85,,0.81,,0.78,,0.78,,0.78,,,,,,,,,,,,,,,
,4/23/2024,3/30/2024,0.59,0.82,,0.95,,0.95,,1,,0.99,,0.99,,1.1,,1.1,,1.1,,1.12,,1.12,,,,0.96,,0.99,,0.99,,0.99,,0.96,,0.98,,0.99,,1.01,,1.01,,1.02,,1.02,,,,0.99,,0.99,,0.99,,0.98,,0.98,,0.94,,0.94,,0.93,,0.76,,0.76,,,,,,,,,,,,,,,,,,,,,
,2/22/2024,12/31/2023,0.69,0.84,4/8/2023,0.76,4/8/2023,0.76,4/8/2023,0.78,4/8/2023,0.87,4/8/2023,0.88,4/8/2023,0.88,4/8/2023,0.92,4/8/2023,0.92,4/8/2023,0.92,4/8/2023,0.82,2/25/2023,0.95,1/9/2023,0.96,12/4/2022,0.96,10/30/2022,1,10/8/2022,1.01,9/7/2022,1,8/2/2022,0.99,7/8/2022,0.99,6/5/2022,0.97,5/2/2022,0.97,3/20/2022,,2/19/2022,0.88,1/8/2022,0.88,12/6/2021,0.87,10/31/2021,0.87,10/7/2021,0.87,9/7/2021,0.81,7/31/2021,0.8,7/6/2021,0.8,5/31/2021,0.78,5/1/2021,0.78,3/19/2021,,,,,,,,,,,,,,,,,,,,,,,,
,10/26/2023,9/30/2023,0.77,0.86,,0.97,,0.98,,0.99,,1.04,,1.04,,1.06,,1.06,,1.05,,1.06,,1.06,,1.11,,1.12,,1.12,,1.12,,1.12,,1.13,,1.13,,,,1.04,,1.04,,0.99,,0.97,,0.97,,0.86,,0.85,,0.85,,0.84,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/27/2023,6/30/2023,1.05,1.09,,1.07,,1.08,,1.1,,1.1,,1.11,,1.12,,1.13,,1.15,,1.15,,1.13,,1.13,,1.13,,1.15,,1.15,,,,1.06,,1.06,,1.05,,1.05,,1.05,,0.85,,0.81,,0.78,,0.78,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/27/2023,3/30/2023,1.01,1.04,,0.96,,0.96,,0.99,,0.99,,0.99,,0.96,,0.98,,0.99,,1.01,,1.01,,1.02,,1.02,,,,0.99,,0.99,,0.99,,0.98,,0.98,,0.94,,0.94,,0.93,,0.76,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/23/2023,12/31/2022,0.72,0.78,,0.86,,0.86,,0.87,,0.9,,0.91,,0.91,,0.91,,0.91,,0.9,,0.9,,0.87,,0.88,1/8/2022,0.88,12/6/2021,0.87,10/31/2021,0.87,10/7/2021,0.87,9/7/2021,0.81,7/31/2021,0.8,7/6/2021,0.8,5/31/2021,0.78,5/1/2021,0.78,3/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/27/2022,9/30/2022,0.95,0.97,,0.97,,0.97,,1.01,,1.03,,1.03,,1.04,,1.06,,1.05,,1.04,,1.04,,0.99,,0.97,,0.97,,0.86,,0.85,,0.85,,0.84,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28/2022,6/30/2022,1.49,1.09,,1.02,,1.02,,1.02,,1.05,,1.08,,1.06,,1.06,,1.05,,1.05,,1.05,,0.85,,0.81,,0.78,,0.78,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/28/2022,3/31/2022,0.94,1,,0.92,,1,,0.99,,0.99,,0.99,,0.98,,0.98,,0.94,,0.94,,0.93,,0.76,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/17/2022,12/31/2021,0.81,0.87,,0.78,,0.78,,0.76,,0.77,,0.77,,0.7,,0.7,,0.7,,0.69,,0.69,3/19/2021,0.64,2/18/2021,0.64,1/2/2021,0.64,11/30/2020,0.61,10/29/2020,0.61,9/25/2020,0.57,8/30/2020,0.57,7/30/2020,0.58,7/11/2020,0.58,7/6/2020,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/28/2021,9/30/2021,0.96,1.02,,0.87,,0.87,,0.78,,0.77,,0.77,,0.76,,0.76,,0.77,,0.77,,0.77,,0.65,,0.63,,0.6,,0.54,,0.57,,0.58,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/29/2021,6/30/2021,1.01,1.13,,0.74,,0.73,,0.7,,0.69,,0.72,,0.72,,0.72,,0.68,,0.67,,0.63,,0.46,,0.48,,0.49,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/29/2021,3/31/2021,0.88,0.94,,0.63,,0.66,,0.66,,0.66,,0.64,,0.62,,0.59,,0.58,,0.57,,0.59,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/18/2021,12/31/2020,0.59,0.69,,0.57,,0.57,,0.52,,0.5,,0.48,,0.49,,0.49,,0.48,,0.48,,0.57,,0.58,,0.59,,0.62,,0.601844262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/29/2020,9/30/2020,0.64,0.75,,0.51,,0.48,,0.44,,0.41,,0.41,,0.41,,0.61,,0.66,,0.64,,0.67,,0.6675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2020,6/30/2020,0.39,0.53,,0.14,,0.14,,0.14,,0.62,,0.72,,0.71,,0.72,,0.744098361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/30/2020,3/31/2020,0.473012841,0.57,,0.49,,0.57,,0.62,,0.6,,0.62,,0.6675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/20/2020,12/31/2019,0.456878065,0.54,,0.52,,0.54,,0.55,,0.57,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/31/2019,9/30/2019,0.494544746,0.61,,0.58,,0.62,,0.61,,0.62,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/25/2019,6/28/2019,0.481582507,0.65,,0.65,,0.68,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/25/2019,3/29/2019,0.310108918,0.56,,0.56,,0.61,,0.64,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/28/2019,12/31/2018,0.11318012,0.48,,0.49,,0.5,,0.56,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/25/2018,9/28/2018,0.419853351,0.56,,0.56,,0.58,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/26/2018,6/29/2018,0.500003185,0.61,,0.58,,0.59,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/26/2018,3/29/2018,0.491284644,0.55,,0.59,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/22/2018,12/29/2017,0.399127629,,,0.42,,0.43,,0.41,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/26/2017,9/29/2017,0.393787869,,,0.42,,0.45,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/27/2017,6/30/2017,0.486198276,,,0.52,,0.54,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/27/2017,3/31/2017,0.439181437,,,0.46,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2016,0.278379337,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2016,0.395721787,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2016,0.455609942,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2016,0.349360669,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2015,0.308608308,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2015,0.329336297,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2015,0.389660436,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2015,0.348887969,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2014,0.262455113,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2014,0.298867429,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2014,0.342934308,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2014,0.342547314,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2013,0.255125344,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2013,0.241052234,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2013,0.249366884,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2013,0.280071647,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2012,0.21,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2012,0.18,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2012,0.21,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2012,0.27,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2011,0.19,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2011,0.165,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2011,0.16,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2011,0.195,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2010,0.14,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2010,0.125,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2010,0.13,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2010,0.18,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2009,0.125,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2009,0.105,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2009,0.1,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2009,0.11,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2008,0.05,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2008,0.085,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2008,0.105,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2008,0.105,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2007,0.08,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2007,0.065,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2007,0.06,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2007,0.07,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2006,0.045,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2006,0.0475,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2006,0.0525,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2006,0.055,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2005,0.0375,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2005,0.035,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2005,0.04,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2005,0.0475,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2004,0.0275,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2004,0.025,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2004,0.03,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2004,0.03125,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
