CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjusted,,11/30/2025,,0.95,7/4/2024,0.96,5/17/2024,0.97,3/30/2024,0.93,3/10/2024,0.93,1/28/2024,0.87,1/2/2024,0.87,11/16/2023,0.87,10/7/2023,0.88,8/13/2023,0.87,7/6/2023,0.89,5/15/2023,0.89,4/1/2023,,3/8/2023,0.82,1/28/2023,0.94,12/20/2022,0.94,11/14/2022,0.96,10/11/2022,0.96,10/6/2022,0.99,9/9/2022,1.07,8/5/2022,1.06,7/2/2022,1.07,6/22/2022,1.06,5/16/2022,1.05,4/1/2022,1.05,2/22/2022,,2/21/2022,0.94,,0.95,,0.96,,0.969898305
,,8/30/2025,,0.74,,0.75,,0.75,,0.71,,0.71,,0.71,,0.71,,0.71,,0.72,,0.72,,0.71,,0.74,,,,0.69,,0.73,,0.73,,0.75,,0.75,,0.78,,0.89,,0.9,,0.91,,0.92,,0.91,,0.91,,,,0.81,,0.83,,0.822305085,,
,,5/30/2025,,0.66,,0.65,,0.65,,0.61,,0.61,,0.65,,0.65,,0.65,,0.68,,0.68,,0.63,,0.65,,,,0.56,,0.63,,0.63,,0.64,,0.64,,0.63,,0.66,,0.71,,0.76,,0.76,,0.78,,0.78,,,,0.73,,0.69,,0.69579661,,
,,2/28/2025,,0.68,,0.69,,0.69,,0.58,,0.58,,0.64,,0.64,,0.64,,0.65,,0.65,,0.65,,0.65,,,,0.51,,0.63,,0.62,,0.63,,0.63,,0.67,,0.71,,0.7,,0.7,,0.71,,0.71,,0.71,,,,0.69,,0.67,,0.611457627,,
,,11/30/2024,,0.87,3/10/2024,0.92,3/10/2024,0.93,3/10/2024,0.93,3/10/2024,0.93,1/28/2024,0.87,1/2/2024,0.87,11/16/2023,0.87,10/7/2023,0.88,8/13/2023,0.87,7/6/2023,0.89,5/15/2023,0.89,4/1/2023,,3/8/2023,0.82,1/28/2023,0.94,12/20/2022,0.94,11/14/2022,0.96,10/11/2022,0.96,10/6/2022,0.99,9/9/2022,1.07,8/5/2022,1.06,7/2/2022,1.07,6/22/2022,1.06,5/16/2022,1.05,4/1/2022,1.05,2/22/2022,,2/21/2022,0.94,,0.95,,0.96,,0.969898305
,,8/30/2024,,0.68,,0.71,,0.71,,0.71,,0.71,,0.71,,0.71,,0.71,,0.72,,0.72,,0.71,,0.74,,,,0.69,,0.73,,0.73,,0.75,,0.75,,0.78,,0.89,,0.9,,0.91,,0.92,,0.91,,0.91,,,,0.81,,0.83,,0.822305085,,
,6/27/2024,5/30/2024,0.68,0.69,,0.6,,0.6,,0.61,,0.61,,0.65,,0.65,,0.65,,0.68,,0.68,,0.63,,0.65,,,,0.56,,0.63,,0.63,,0.64,,0.64,,0.63,,0.66,,0.71,,0.76,,0.76,,0.78,,0.78,,,,0.73,,0.69,,0.69579661,,
,3/26/2024,2/28/2024,0.62,0.63,,0.58,,0.58,,0.64,,0.64,,0.64,,0.65,,0.65,,0.65,,0.65,,,,0.51,,0.63,,0.62,,0.63,,0.63,,0.67,,0.71,,0.7,,0.7,,0.71,,0.71,,0.71,,,,0.69,,0.67,,0.611457627,,,,,,
,1/25/2024,11/30/2023,0.81,0.85,,0.8,,0.8,,0.8,,0.81,,0.81,,0.8,,0.8,,0.83,,0.82,1/28/2023,0.94,12/20/2022,0.94,11/14/2022,0.96,10/11/2022,0.96,10/6/2022,0.99,9/9/2022,1.07,8/5/2022,1.06,7/2/2022,1.07,6/22/2022,1.06,5/16/2022,1.05,4/1/2022,1.05,2/22/2022,,2/21/2022,0.94,,0.95,,0.96,,0.969898305,,,,,,,,
,10/3/2023,8/30/2023,0.63,0.65,,0.66,,0.66,,0.67,,0.67,,0.69,,0.69,,0.73,,0.73,,0.75,,0.75,,0.78,,0.89,,0.9,,0.91,,0.92,,0.91,,0.91,,,,0.81,,0.83,,0.822305085,,,,,,,,,,,,,,,,
,6/29/2023,5/30/2023,0.56,0.6,,0.56,,0.56,,0.55,,0.56,,0.63,,0.63,,0.64,,0.64,,0.63,,0.66,,0.71,,0.76,,0.76,,0.78,,0.78,,,,0.73,,0.69,,0.69579661,,,,,,,,,,,,,,,,,,,,
,3/28/2023,2/28/2023,0.52,0.59,,0.5,,0.51,,0.63,,0.62,,0.63,,0.63,,0.67,,0.71,,0.7,,0.7,,0.71,,0.71,,0.71,,,,0.69,,0.67,,0.611457627,,,,,,,,,,,,,,,,,,,,,,,,
,1/26/2023,11/30/2022,0.69,0.73,,0.86,,0.86,,0.9,,0.9,,0.94,,1.06,,1.05,,1.02,,1.02,,1.01,,0.98,,0.91,,0.94,,0.95,,0.96,,0.969898305,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/6/2022,8/31/2022,0.82,0.69,,0.68,,0.83,,0.84,,0.85,,0.86,,0.86,,0.86,,0.8,,0.81,,0.83,,0.822305085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/29/2022,5/31/2022,0.44,0.48,,0.65,,0.66,,0.67,,0.72,,0.72,,0.73,,0.69,,0.69579661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/29/2022,2/28/2022,0.57,0.62,,0.62,,0.66,,0.69,,0.67,,0.611457627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/27/2022,11/30/2021,0.73,0.84,,0.8,,0.89,,0.9,,0.91,,0.92,,0.91,,0.89,,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/30/2021,8/31/2021,0.786666667,0.8,,0.72,,0.73,,0.76,,0.78,,0.755,,0.73,,0.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/1/2021,5/28/2021,0.68037037,0.69,,0.62,,0.66,,0.685,,0.615,,0.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/30/2021,2/26/2021,0.599481289,0.72,,0.59,,0.58,,0.575,,0.55,,0.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/28/2021,11/30/2020,0.744160178,0.79,,0.81,,0.815,,0.86,,0.83,,0.84,,0.94,,0.95,,0.955,,0.94743295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/29/2020,8/31/2020,0.764465875,0.77,,0.76,,0.685,,0.705,,0.71,,0.705,,0.715,,0.72,,0.721340996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/25/2020,5/29/2020,0.729337305,0.74,,0.58,,0.55,,0.57,,0.61,,0.595,,0.586762452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/31/2020,2/28/2020,0.538719285,0.54,,0.515,,0.54,,0.565,,0.555,,0.554463602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/28/2020,11/29/2019,0.794489948,0.81,,0.805,,0.855,,0.875,,0.88,,0.925,,0.92,,0.915,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/1/2019,8/30/2019,0.714977645,0.73,,0.645,,0.655,,0.66,,0.67,,0.68,,0.7,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/27/2019,5/31/2019,0.557879014,0.58,,0.54,,0.545,,0.565,,0.55,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/26/2019,2/28/2019,0.553064275,0.56,,0.515,,0.53,,0.525,,0.515,,0.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/24/2019,11/30/2018,0.799701046,0.84,,0.85,,0.84,,0.86,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/27/2018,8/31/2018,0.651276276,1.28,,0.635,,0.63,,0.64,,0.62,,0.595,,0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/28/2018,5/31/2018,0.463882619,1.02,,0.465,,0.455,,0.43,,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/27/2018,2/28/2018,1.589917231,1,,0.455,,0.44,,0.415,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2017,0.662518854,,,0.76,,0.72,,0.735,,0.72,,0.71,,0.715,,0.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2017,0.423317684,,,0.525,,0.535,,0.545,,0.54,,0.525,,0.53,,0.52,,0.51,,0.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2017,0.39556962,,,0.38,,0.41,,0.405,,0.41,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2017,0.368400315,,,0.37,,0.41,,0.405,,0.4,,0.395,,0.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2016,0.618710692,,,0.635,,0.6,,0.66,,0.65,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2016,0.499218139,,,0.47,,0.475,,0.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2016,0.365549493,,,0.37,,0.375,,0.37,,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/29/2016,0.363990647,,,0.345,,0.38,,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2015,0.578294574,,,0.585,,0.6,,0.605,,0.6,,0.625,,0.62,,0.645,,0.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2015,0.377708978,,,0.435,,0.44,,0.455,,0.47,,0.465,,0.44,,0.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/29/2015,0.326744186,,,0.34,,0.35,,0.355,,0.36,,0.345,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/27/2015,0.27262181,,,0.32,,0.345,,0.35,,0.34,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/28/2014,0.570107858,,,0.57,,0.605,,0.61,,0.645,,0.65,,0.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/29/2014,0.470520674,,,0.42,,0.405,,0.41,,0.42,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/30/2014,0.322027439,,,0.31,,0.33,,0.34,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2014,0.312027231,,,0.29,,0.295,,0.32,,0.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/29/2013,0.487978963,,,0.595,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/30/2013,0.391011236,,,0.39,,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2013,0.294161677,,,0.305,,0.325,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2013,0.28358209,,,0.28,,0.32,,0.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/29/2012,0.553691275,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2012,0.388682055,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2012,0.299776286,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2012,0.276951673,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/29/2011,0.49069248,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/30/2011,0.343027591,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/27/2011,0.274422073,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2011,0.285289747,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2010,0.495919881,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2010,0.379169755,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/28/2010,0.245919881,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/26/2010,0.253358209,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2009,0.436889557,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2009,0.283610272,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/29/2009,0.192336874,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/27/2009,0.218726308,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/28/2008,0.31,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/29/2008,0.26,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/30/2008,0.205,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/29/2008,0.195,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2007,0.335,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2007,0.215,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2007,0.155,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2007,0.165,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2006,0.31,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2006,0.16,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2006,0.23,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2006,0.055,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2005,0.325,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2005,0.175,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2005,0.155,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2005,0.13,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2004,0.305,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2004,0.165,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/28/2004,0.15,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/27/2004,0.135,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/28/2003,0.29,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/29/2003,0.18,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/30/2003,0.14,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2003,0.125,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/29/2002,0.265,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/30/2002,0.125,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2002,0.12,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2002,0.12,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2001,0.2125,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2001,0.1225,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2001,0.095,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2001,0.095,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2000,0.2075,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2000,0.1125,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2000,0.0875,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/29/2000,0.0875,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/1999,0.1975,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/1999,0.0875,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/28/1999,0.02,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/26/1999,0.0625,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/1998,0.17,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/1998,0.0725,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/29/1998,0.055,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/27/1998,0.055,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/28/1997,0.155,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/29/1997,0.0675,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/30/1997,0.05,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/1997,0.05,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/29/1996,0.14,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/30/1996,-0.075,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/1996,0.035,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/29/1996,0.03,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/1995,0.1275,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/1995,0.0625,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/1995,0.05,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/1995,0.06,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/1994,0.045,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/1994,0.0825,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/1994,0.0025,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
